Municipio,RF_2010,RF_2000,RF_1980
4127908,104,160,175
4127957,104,162,
4127965,109,167,
4128005,103,162,173
4128104,104,160,175
4128203,108,164,177
4128302,103,160,173
4128401,103,160,173
4128500,100,157,162
4128534,100,164,
4128559,104,162,
4128609,109,167,179
4128625,104,160,
4128633,105,157,
4128658,109,167,
4128708,109,167,179
4128807,104,160,175
4200051,108,168,
4200101,109,167,179
4200200,106,163,176
4200309,106,163,176
4200408,108,168,179
4200507,109,167,179
4200556,109,167,
4200606,106,165,176
4200705,106,165,176
4200754,109,168,
4200804,109,167,179
4200903,106,165,176
4201000,108,163,179
4201109,106,165,176
4201208,106,165,176
4201257,106,165,
4201273,109,168,
4201307,106,165,177
4201406,107,166,178
4201505,107,166,178
4201604,108,168,179
4201653,109,168,
4201703,106,165,176
4201802,106,163,176
4201901,106,163,176
4201950,107,166,
4202008,106,165,176
4202057,106,165,
4202073,107,166,
4202081,109,167,
4202099,109,167,
4202107,106,165,177
4202131,105,164,
4202156,109,167,
4202206,106,165,176
4202305,106,165,176
4202404,106,165,176
4202438,108,163,
4202453,106,165,
4202503,108,163,178
4202537,109,167,
4202578,109,167,
4202602,108,165,176
4202701,106,165,176
4202800,107,166,178
4202859,106,163,
4202875,108,163,
4202909,106,165,176
4203006,108,168,179
4203105,109,167,179
4203154,108,168,
4203204,106,165,176
4203253,108,163,
4203303,105,164,177
4203402,108,163,176
4203501,109,167,179
4203600,108,168,179
4203709,106,165,176
4203808,105,164,177
4203907,108,168,179
4203956,107,166,
4204004,108,168,179
4204103,109,167,179
4204152,108,163,
4204178,108,163,
4204194,106,163,
4204202,109,167,179
4204251,107,166,
4204301,109,168,179
4204350,109,167,
4204400,109,167,179
4204459,109,167,
4204509,106,165,177
4204558,108,163,
4204608,107,166,178
4204707,109,167,179
4204756,109,167,
4204806,108,163,176
4204905,109,167,179
4205001,109,167,179
4205100,106,163,176
4205159,106,165,
4205175,109,,
4205191,107,166,
4205209,108,168,179
4205308,109,167,179
4205357,109,167,
4205407,106,165,176
4205431,109,167,
4205456,107,166,
4205506,108,168,179
4205555,108,168,
4205605,109,167,179
4205704,106,165,176
4205803,106,165,177
4205902,106,165,176
4206009,106,165,176
4206108,107,166,178
4206207,107,166,178
4206306,106,165,176
4206405,109,167,179
4206504,106,165,177
4206603,109,167,179
4206652,109,167,
4206702,108,168,179
4206751,108,168,
4206801,108,168,179
4206900,106,163,176
4207007,107,166,178
4207106,106,165,176
4207205,107,165,176
4207304,107,165,176
4207403,106,163,176
4207502,106,165,176
4207577,108,168,
4207601,108,168,179
4207650,109,167,
4207684,109,167,
4207700,109,168,179
4207759,109,167,
4207809,109,168,179
4207858,109,167,
4207908,108,164,177
4208005,109,168,179
4208104,105,164,177
4208203,106,165,176
4208302,106,165,176
4208401,109,167,179
4208450,106,165,
4208500,106,163,176
4208609,109,168,179
4208708,107,166,178
4208807,107,166,178
4208906,106,165,177
4208955,109,167,
4209003,108,168,179
4209102,106,165,177
4209151,106,163,
4209177,109,167,
4209201,108,168,179
4209300,108,163,176
4209409,107,166,178
4209458,109,167,
4209508,106,163,176
4209607,107,166,178
4209706,108,168,179
4209805,106,163,176
4209854,109,168,
4209904,106,163,176
4210001,106,165,176
4210035,108,168,
4210050,108,168,
4210100,105,164,177
4210209,106,165,176
4210308,105,164,177
4210407,107,166,178
4210506,109,167,179
4210555,109,167,
4210605,106,165,176
4210704,108,164,177
4210803,107,166,178
4210852,106,163,
4210902,109,167,179
4211009,109,167,179
4211058,108,168,
4211108,105,164,177
4211207,107,166,178
4211256,107,166,
4211306,106,165,176
4211405,109,167,179
4211454,109,167,
4211504,106,165,176
4211603,107,166,178
4211652,109,167,
4211702,107,166,178
4211751,108,163,
4211801,108,168,179
4211850,109,167,
4211876,109,168,
4211892,108,163,
4211900,106,165,176
4212007,109,167,179
4212056,108,163,
4212106,109,167,179
4212205,105,164,177
4212239,109,167,
4212254,107,166,
4212270,109,167,
4212304,106,165,176
4212403,107,166,178
4212502,106,165,176
4212601,109,168,179
4212700,106,163,176
4212809,106,165,176
4212908,109,167,179
4213005,108,168,179
4213104,108,168,179
4213153,109,167,
4213203,106,165,176
4213302,108,163,176
4213351,108,163,
4213401,109,168,179
4213500,106,165,176
4213609,108,164,177
4213708,106,163,176
4213807,107,166,178
4213906,109,168,179
4214003,106,163,176
4214102,106,163,176
4214151,109,167,
4214201,109,167,179
4214300,106,165,176
4214409,108,168,179
4214508,106,163,176
4214607,106,163,176
4214706,106,165,176
4214805,106,163,176
4214904,107,166,178
4215000,105,164,177
4215059,108,163,
4215075,109,167,
4215109,106,165,176
4215208,109,167,179
4215307,106,163,176
4215356,109,167,
4215406,108,168,179
4215455,107,166,
4215505,108,168,177
4215554,109,167,
4215604,107,166,178
4215653,107,166,
4215679,106,163,
4215687,109,167,
4215695,109,167,
4215703,106,165,176
4215752,109,167,
4215802,105,164,177
4215901,106,165,176
4216008,109,167,179
4216057,108,163,
4216107,109,167,179
4216206,106,165,177
4216255,109,167,
4216305,106,165,176
4216354,106,165,
4216404,107,166,178
4216503,108,163,178
4216602,106,165,176
4216701,109,167,179
4216800,108,163,176
4216909,109,167,179
4217006,107,166,178
4217105,107,166,178
4217154,109,167,
4217204,109,167,179
4217253,106,165,
4217303,109,167,179
4217402,106,165,177
4217501,109,168,179
4217550,109,167,
4217600,107,166,178
4217709,107,166,178
4217758,109,167,
4217808,106,163,176
4217907,108,168,179
4217956,109,167,
4218004,106,165,176
4218103,107,166,178
4218202,106,165,176
4218251,108,168,
4218301,105,164,177
4218350,107,166,
4218400,107,166,178
4218509,108,168,179
4218608,106,163,176
4218707,107,166,178
4218756,109,167,
4218806,107,166,178
4218855,109,167,
4218905,108,165,176
4218954,108,163,
4219002,107,166,178
4219101,109,167,179
4219150,108,168,
4219176,109,168,
4219200,106,163,176
4219309,108,168,179
4219358,106,163,
4219408,106,163,176
4219507,109,167,179
4219606,109,167,179
4219705,109,167,179
4219853,108,168,
4300034,111,,
4300059,110,171,
4300109,116,175,185
4300208,114,173,185
4300307,114,173,185
4300406,116,175,185
4300455,114,173,
4300471,110,,
4300505,109,167,179
4300554,110,171,
4300570,118,170,
4300604,118,170,181
4300638,118,170,
4300646,109,167,
4300661,110,171,
4300703,119,171,181
4300802,118,170,181
4300851,118,170,
4300877,118,170,
4300901,110,168,181
4301008,119,172,181
4301057,107,166,
4301073,111,,
4301107,118,170,181
4301206,119,171,181
4301305,111,174,184
4301404,119,171,181
4301503,114,173,185
4301552,110,168,
4301602,111,174,184
4301636,107,170,
4301651,118,170,
4301701,110,168,181
4301750,118,170,
4301800,110,171,181
4301859,109,167,
4301875,116,173,
4301909,118,170,181
4301925,110,168,
4301958,109,171,
4302006,119,172,181
4302055,110,168,
4302105,118,170,181
4302154,109,167,
4302204,114,173,185
4302220,114,,
4302238,114,,
4302253,118,170,
4302303,118,166,178
4302352,118,170,
4302378,114,173,
4302402,119,172,181
4302451,119,172,
4302501,114,173,185
4302584,114,,
4302600,109,173,185
4302659,118,170,
4302709,118,170,181
4302808,116,175,185
4302907,116,175,185
4303004,119,172,181
4303103,118,170,181
4303202,110,171,181
4303301,114,173,185
4303400,109,167,179
4303509,118,170,181
4303558,110,171,
4303608,118,166,178
4303673,118,170,
4303707,114,173,185
4303806,110,168,181
4303905,118,170,181
4304002,114,173,185
4304101,110,171,
4304200,119,172,181
4304309,114,173,185
4304358,111,174,
4304408,118,170,181
4304507,111,174,184
4304606,118,170,181
4304614,119,,
4304622,110,,
4304630,107,170,
4304655,116,,
4304663,111,174,
4304671,107,170,
4304689,118,170,
4304697,119,172,
4304705,110,171,181
4304713,118,170,
4304804,118,170,181
4304853,110,168,
4304903,110,171,181
4304952,110,171,
4305009,114,173,185
4305108,118,170,181
4305116,110,168,
4305124,111,174,
4305132,119,172,
4305157,109,167,
4305173,118,170,
4305207,114,173,185
4305306,110,171,181
4305355,118,170,
4305371,110,171,
4305405,114,173,185
4305439,115,169,
4305447,118,170,
4305454,107,170,
4305504,110,171,181
4305587,119,172,
4305603,110,171,181
4305702,114,171,185
4305801,109,171,181
4305835,119,,
4305850,110,171,
4305871,114,173,
4305900,114,173,185
4305934,118,,
4305959,110,171,
4305975,110,171,
4306007,114,173,185
4306056,118,170,
4306072,109,167,
4306106,114,171,185
4306130,110,,
4306205,119,172,181
4306304,110,171,181
4306320,109,167,
4306353,114,173,
4306379,116,175,
4306403,118,170,181
4306429,109,171,
4306452,110,171,
4306502,118,170,181
4306551,107,166,
4306601,111,174,184
4306700,116,175,185
4306734,114,173,
4306759,119,172,
4306767,118,170,
4306809,119,172,181
4306908,119,172,181
4306924,109,171,
4306932,114,173,
4306957,110,168,
4306973,110,171,
4307005,110,168,181
4307054,110,171,
4307104,111,174,184
4307203,109,168,181
4307302,109,167,179
4307401,118,170,181
4307450,114,173,
4307500,110,171,181
4307559,110,171,
4307609,118,170,181
4307708,118,170,181
4307807,119,172,181
4307815,110,171,
4307831,114,173,
4307864,110,171,
4307906,118,170,181
4308003,116,175,185
4308052,110,168,
4308078,119,172,
4308102,118,170,181
4308201,118,170,181
4308250,110,171,
4308300,110,172,181
4308409,116,175,185
4308433,119,,
4308458,110,171,
4308508,109,167,179
4308607,118,170,181
4308656,114,173,
4308706,110,168,181
4308805,118,170,181
4308854,110,171,
4308904,110,171,181
4309001,114,173,185
4309050,118,170,
4309100,118,170,181
4309126,109,167,
4309159,119,172,
4309209,118,170,181
4309258,110,171,
4309308,118,170,181
4309407,110,171,181
4309506,114,173,185
4309555,118,170,
4309571,119,172,
4309605,114,173,185
4309654,111,174,
4309704,114,173,185
4309753,119,171,
4309803,110,171,181
4309902,110,171,181
4309951,110,171,
4310009,110,171,181
4310108,118,170,181
4310207,114,173,185
4310306,119,171,181
4310330,107,170,
4310363,119,172,
4310405,114,173,185
4310413,114,173,
4310439,118,170,
4310462,110,171,
4310504,109,167,179
4310538,116,175,
4310553,116,175,
4310579,110,171,
4310603,116,173,185
4310652,107,,
4310702,110,168,181
4310751,116,175,
4310801,118,170,181
4310850,109,167,
4310876,110,,
4310900,110,168,181
4311007,111,174,184
4311106,116,175,185
4311122,118,166,
4311130,116,175,
4311155,114,173,
4311205,116,175,185
4311239,119,,
4311254,119,171,
4311270,110,171,
4311304,110,171,181
4311403,119,172,181
4311429,109,167,
4311502,111,174,184
4311601,109,167,179
4311627,118,170,
4311643,118,170,
4311700,108,168,181
4311718,116,173,
4311734,107,166,
4311759,116,175,
4311775,107,170,
4311791,118,170,
4311809,110,171,181
4311908,110,168,181
4311981,118,170,
4312005,110,168,181
4312054,119,172,
4312104,116,175,185
4312138,110,171,
4312153,119,172,
4312179,114,,
4312203,108,168,181
4312252,118,170,
4312302,109,173,185
4312351,110,171,
4312377,118,170,
4312385,118,170,
4312401,118,170,181
4312427,110,171,
4312443,107,166,
4312450,111,174,
4312476,118,170,
4312500,107,170,180
4312609,119,172,181
4312617,118,170,
4312625,110,171,
4312658,110,171,181
4312674,110,171,
4312708,109,167,179
4312757,110,171,
4312807,110,171,181
4312906,110,171,181
4312955,109,171,
4313003,119,172,181
4313011,114,173,
4313037,116,175,
4313060,118,170,
4313086,118,170,
4313102,116,175,185
4313201,118,170,181
4313300,110,171,181
4313334,114,173,
4313359,118,170,
4313375,118,170,
4313391,119,172,
4313409,118,170,181
4313425,114,173,
4313441,109,167,
4313466,109,,
4313490,109,171,
4313508,107,170,181
4313607,110,168,181
4313656,107,170,
4313706,109,171,179
4313805,109,167,179
4313904,114,171,185
4313953,119,172,
4314001,110,171,181
4314027,116,172,
4314035,118,170,
4314050,118,170,
4314068,119,171,
4314076,119,172,
4314100,110,171,181
4314134,110,,
4314159,119,172,
4314175,111,,
4314209,111,174,184
4314308,114,171,185
4314407,111,174,184
4314423,118,170,
4314456,109,167,
4314464,112,,
4314472,116,175,
4314498,109,167,
4314506,111,174,184
4314555,114,173,
4314605,111,174,184
4314704,109,167,179
4314753,119,170,
4314779,110,171,
4314787,110,168,
4314803,118,170,181
4314902,118,170,181
4315008,114,173,185
4315057,114,173,
4315073,114,173,
4315107,114,173,185
4315131,119,172,
4315149,118,170,
4315156,119,172,
4315172,110,171,
4315206,119,171,181
4315305,116,175,185
4315313,113,,
4315321,116,175,
4315354,110,171,
4315404,109,173,185
4315453,119,172,
4315503,116,175,185
4315552,109,167,
4315602,111,174,184
4315701,119,172,181
4315750,118,170,
4315800,119,172,181
4315909,109,167,179
4315958,114,,
4316006,118,170,181
4316105,109,171,181
4316204,109,171,181
4316303,114,173,185
4316402,116,175,185
4316428,109,171,
4316436,110,171,
4316451,110,171,
4316477,114,173,
4316501,118,170,181
4316600,110,171,181
4316709,114,171,181
4316733,110,,
4316758,119,172,
4316808,119,172,181
4316907,116,175,185
4316956,118,170,
4316972,116,,
4317004,116,175,185
4317103,116,175,182
4317202,114,173,185
4317251,118,170,
4317301,115,169,183
4317400,116,175,185
4317509,114,173,185
4317558,110,171,
4317608,118,170,181
4317707,114,173,185
4317756,110,171,
4317806,114,173,185
4317905,114,173,185
4317954,110,171,
4318002,116,173,185
4318051,110,171,
4318101,116,175,185
4318200,118,170,181
4318309,116,175,185
4318408,118,170,181
4318424,110,168,
4318432,116,175,
4318440,110,171,
4318457,109,171,
4318465,110,172,
4318481,118,170,
4318499,114,173,
4318507,111,174,184
4318606,110,171,181
4318614,118,,
4318622,118,166,
4318705,118,170,181
4318804,111,174,184
4318903,114,173,185
4319000,118,170,181
4319109,114,173,185
4319125,116,175,
4319158,114,173,
4319208,114,173,185
4319307,114,173,185
4319356,118,170,
4319364,109,,
4319372,114,173,
4319406,116,175,185
4319505,118,170,181
4319604,116,175,185
4319703,110,168,181
4319711,118,171,
4319737,114,173,
4319752,118,170,
4319802,116,175,185
4319901,118,170,181
4320008,118,170,181
4320107,109,171,181
4320206,109,167,179
4320230,114,173,
4320263,119,171,
4320305,110,171,181
4320321,114,173,
4320354,118,170,
4320404,110,171,181
4320453,119,172,
4320503,110,171,181
4320552,118,170,
4320578,114,173,
4320602,110,168,181
4320651,116,175,
4320677,119,172,
4320701,119,171,181
4320800,110,171,181
4320859,118,172,
4320909,110,171,181
4321006,110,171,181
4321105,118,170,181
4321204,118,170,181
4321303,118,172,181
4321329,109,167,
4321352,107,170,
4321402,109,167,179
4321436,107,170,
4321451,119,172,
4321469,110,,
4321477,114,173,
4321493,116,175,
4321501,107,166,178
4321600,107,170,181
4321626,119,172,
4321634,110,168,
4321667,107,166,
4321709,118,170,181
4321808,114,173,185
4321832,107,170,
4321857,109,167,
4321907,114,173,185
4321956,109,167,
4322004,118,170,181
4322103,114,173,185
4322152,110,171,
4322186,110,171,
4322202,116,175,185
4322251,118,170,
4322301,114,173,185
4322327,111,174,
4322343,114,173,
4322350,110,171,
4322376,116,175,
4322400,116,173,185
4322509,118,170,181
4322525,119,172,
4322533,119,172,
4322541,118,170,
4322558,110,171,
4322608,119,172,181
4322707,119,172,181
4322806,110,171,181
4322855,119,172,
4322905,110,168,181
4323002,118,170,181
4323101,109,167,179
4323200,110,171,181
4323309,110,171,
4323358,110,171,
4323408,110,171,
4323457,116,175,
4323507,109,167,
4323606,110,171,
4323705,109,167,
4323754,114,173,
4323770,119,,
4323804,107,170,
5000203,120,176,188
5000252,152,177,
5000609,120,180,188
5000708,120,180,188
5000807,99,180,173
5000856,120,180,188
5000906,120,180,188
5001003,94,153,166
5001102,120,180,188
5001243,120,180,188
5001508,120,180,188
5001904,99,158,173
5002001,120,180,188
5002100,120,180,188
5002159,120,180,
5002209,120,180,188
5002308,99,158,173
5002407,120,180,188
5002605,120,180,188
5002704,120,180,188
5002803,120,180,188
5002902,152,216,244
5002951,152,216,
5003108,120,180,188
5003157,120,180,
5003207,121,178,186
5003256,152,216,
5003306,120,180,188
5003454,120,180,188
5003488,120,180,
5003504,120,180,
5003702,120,180,188
5003751,104,162,175
5003801,120,180,188
5003900,152,,
5004007,120,180,188
5004106,120,180,188
5004304,104,162,175
5004403,94,216,166
5004502,120,180,188
5004601,104,162,
5004700,120,180,188
5004809,104,162,
5004908,120,180,188
5005004,120,180,188
5005103,120,180,188
5005152,120,162,
5005202,121,178,186
5005251,120,180,
5005400,120,180,188
5005608,120,180,188
5005681,104,162,175
5005707,104,162,173
5005806,120,180,188
5006002,120,180,
5006200,120,180,188
5006259,120,180,
5006309,94,153,166
5006358,120,162,
5006408,120,180,188
5006606,120,180,188
5006903,122,179,187
5007109,120,180,188
5007208,120,180,188
5007307,120,180,188
5007406,120,180,188
5007505,120,180,188
5007554,99,158,
5007695,120,180,
5007703,120,162,
5007802,99,158,
5007901,120,180,188
5007935,120,180,
5007950,120,162,
5007976,120,180,
5008008,120,180,188
5008305,99,158,166
5008404,120,180,
5100102,146,191,197
5100201,148,210,192
5100250,144,205,189
5100300,152,216,209
5100359,141,200,
5100409,152,216,209
5100508,146,191,197
5100607,152,216,
5100805,147,207,
5101001,152,210,
5101209,152,216,209
5101258,135,188,196
5101308,146,191,197
5101407,123,181,190
5101605,146,191,197
5101704,146,191,191
5101803,152,210,222
5101852,148,,
5101902,124,182,
5102504,135,188,196
5102603,148,210,
5102637,125,183,
5102678,138,198,
5102686,2,184,
5102694,134,194,
5102702,148,185,192
5102793,144,205,
5102850,128,189,
5103007,146,191,197
5103056,144,203,
5103106,149,212,
5103205,144,205,193
5103254,126,,
5103304,2,6,
5103353,134,194,
5103361,135,,
5103379,129,207,
5103403,146,191,197
5103437,135,,
5103452,146,191,
5103502,146,191,197
5103601,138,198,209
5103700,144,186,
5103809,135,188,
5103858,127,187,
5103908,152,210,222
5103957,135,188,
5104104,144,205,
5104203,138,198,209
5104500,135,188,
5104526,144,,
5104542,144,,
5104559,144,205,
5104609,138,180,194
5104807,138,198,209
5104906,146,191,
5105002,135,188,196
5105101,130,195,
5105150,128,189,
5105176,129,207,
5105200,138,198,209
5105234,135,188,
5105259,144,205,
5105309,141,200,206
5105507,135,188,195
5105580,144,203,
5105606,144,205,
5105622,135,188,196
5105903,146,191,197
5106000,146,191,197
5106109,146,191,197
5106158,147,207,
5106174,148,,
5106182,135,188,
5106190,144,,
5106208,138,198,198
5106216,144,205,
5106224,144,190,
5106232,146,191,
5106240,144,205,
5106257,148,210,199
5106265,144,205,
5106273,130,195,
5106281,148,210,
5106299,144,205,
5106307,131,192,200
5106315,132,,
5106372,138,198,209
5106422,144,205,
5106455,133,193,
5106505,146,191,197
5106653,152,210,
5106703,152,210,222
5106752,135,188,201
5106778,134,194,
5106802,130,195,202
5106828,135,188,
5106851,146,188,
5107008,138,198,209
5107040,138,198,
5107065,148,196,
5107107,135,188,196
5107156,135,188,
5107180,148,196,
5107198,152,210,
5107206,135,188,196
5107248,144,205,
5107263,146,191,
5107297,138,198,
5107305,144,206,203
5107354,136,197,
5107404,138,198,
5107578,137,,
5107602,138,198,209
5107701,146,191,197
5107743,139,,
5107750,135,188,204
5107768,144,,
5107776,140,199,205
5107792,148,,
5107800,146,191,197
5107859,141,200,206
5107875,142,201,
5107883,143,,
5107909,144,205,207
5107925,144,205,
5107941,130,195,
5107958,146,191,208
5108006,144,202,
5108055,144,205,
5108105,138,198,209
5108204,152,210,222
5108303,144,203,
5108352,135,,
5108402,146,191,197
5108501,144,205,
5108600,145,204,
5108808,144,205,
5108857,146,191,
5108907,144,206,
5108956,147,207,
5200050,149,212,
5200100,149,212,231
5200134,152,216,244
5200159,149,212,
5200175,153,217,
5200209,152,145,231
5200258,153,217,
5200308,149,217,231
5200506,152,216,231
5200555,150,214,
5200605,151,214,240
5200803,151,208,238
5200829,150,214,
5200852,149,212,
5200902,149,212,224
5201108,149,212,231
5201207,152,145,231
5201306,149,212,231
5201405,149,212,231
5201454,152,216,
5201504,152,216,244
5201603,149,212,231
5201702,152,210,222
5201801,149,212,231
5202155,149,212,
5202353,149,212,
5202502,149,212,213
5202601,149,212,224
5202809,149,212,231
5203104,152,210,222
5203203,150,214,246
5203302,149,212,231
5203401,152,210,222
5203500,152,216,231
5203559,149,212,
5203575,150,215,
5203609,149,212,231
5203807,149,212,231
5203906,152,216,231
5203939,149,212,
5203962,151,208,
5204003,153,142,248
5204102,152,216,244
5204201,149,212,224
5204250,152,216,
5204300,152,216,244
5204409,149,212,224
5204508,152,145,231
5204557,149,212,
5204607,149,212,231
5204656,150,214,
5204706,150,214,246
5204805,152,145,231
5204854,149,,
5204904,151,208,227
5204953,150,214,
5205000,150,214,246
5205059,152,216,
5205109,152,145,231
5205208,149,212,231
5205307,151,214,214
5205406,150,214,246
5205455,149,212,
5205471,152,216,
5205497,153,217,
5205513,149,212,
5205521,151,209,
5205703,149,212,216
5205802,149,212,231
5205901,152,145,231
5206206,153,217,248
5206305,152,145,231
5206404,150,214,246
5206503,152,212,231
5206602,152,145,231
5206701,151,208,238
5206800,149,212,231
5206909,152,145,231
5207105,149,212,224
5207253,152,210,
5207352,152,212,
5207402,152,212,231
5207501,150,214,246
5207535,149,212,
5207600,149,212,224
5207808,149,212,224
5207907,151,217,238
5208004,153,217,248
5208103,150,214,246
5208152,149,,
5208301,151,208,227
5208400,149,212,231
5208509,152,145,231
5208608,150,214,246
5208707,149,212,231
5208806,149,212,231
5208905,149,212,231
5209101,152,216,231
5209150,152,216,
5209200,149,212,231
5209291,149,214,
5209408,151,208,238
5209457,150,214,
5209606,149,214,246
5209705,149,212,231
5209804,150,214,246
5209903,151,208,238
5209937,152,216,
5209952,149,212,
5210000,149,212,231
5210109,152,145,231
5210158,150,,
5210208,149,212,224
5210307,149,212,224
5210406,149,212,231
5210562,149,212,
5210604,149,214,231
5210802,152,216,244
5210901,150,214,246
5211008,149,212,231
5211206,149,214,246
5211305,152,216,244
5211404,149,212,231
5211503,152,216,231
5211602,149,212,224
5211701,149,212,231
5211800,149,214,246
5211909,152,216,244
5212006,149,212,224
5212055,149,212,
5212105,152,216,231
5212204,149,212,231
5212253,152,,
5212303,149,212,231
5212501,153,217,248
5212600,152,212,231
5212709,151,208,238
5212808,150,214,246
5212907,152,145,231
5212956,149,212,
5213004,152,216,244
5213053,153,217,
5213087,150,214,226
5213103,152,216,209
5213400,149,212,224
5213509,151,208,227
5213707,149,212,224
5213756,152,216,
5213772,69,214,
5213806,152,145,231
5213855,149,214,
5213905,149,212,231
5214002,149,212,246
5214051,150,211,
5214101,150,214,246
5214408,149,212,231
5214507,149,212,231
5214606,151,214,246
5214705,150,214,246
5214804,152,145,231
5214838,150,211,
5214861,150,214,
5214879,150,214,
5214903,151,208,238
5215009,149,212,231
5215207,149,212,230
5215231,153,217,
5215256,150,214,
5215306,152,145,231
5215405,149,212,231
5215504,152,145,231
5215603,153,217,248
5215652,149,212,
5215702,149,212,231
5215801,152,145,231
5215900,149,212,231
5216007,152,216,231
5216304,152,216,244
5216403,149,212,224
5216452,152,216,
5216809,149,212,231
5216908,150,214,246
5217104,149,212,231
5217203,149,212,222
5217302,149,212,231
5217401,152,145,231
5217609,153,217,248
5217708,152,212,231
5218003,150,214,246
5218052,152,213,
5218102,152,216,209
5218300,151,208,238
5218391,149,212,
5218508,152,216,244
5218607,150,214,246
5218706,150,214,246
5218789,152,145,
5218805,152,216,244
5218904,150,214,246
5219001,149,212,231
5219100,149,212,231
5219209,152,145,231
5219258,149,212,
5219308,152,216,244
5219357,150,214,
5219407,152,216,209
5219456,150,214,
5219506,149,212,231
5219605,150,214,246
5219704,150,214,246
5219712,152,216,
5219738,149,212,
5219753,153,217,
5219803,151,208,227
5219902,149,212,231
5220009,153,217,240
5220058,149,212,
5220108,149,212,241
5220157,150,214,
5220207,150,215,242
5220264,152,212,
5220280,150,214,
5220405,152,216,244
5220454,149,212,
5220504,152,216,244
5220603,149,212,231
5220686,151,208,
5220702,151,208,238
5221007,149,212,231
5221080,151,208,
5221197,149,212,
5221304,152,145,231
5221403,149,212,231
5221452,150,214,
5221502,149,212,224
5221551,152,216,
5221577,150,214,
5221601,150,214,246
5221700,150,214,246
5221809,152,145,231
5221858,153,217,
5221908,149,212,231
5222005,149,212,231
5222054,152,216,
5222203,153,217,
5222302,150,214,
5300108,153,217,248
